date,ticker,sector,price,market_cap,enterprise_value,earnings_yield,book_to_market,fcf_yield,ebitda_ev,roic,gross_profitability,piotroski,debt_to_equity,interest_coverage,mom_12_1,volatility_1y,inv_volatility,earnings_yield_winsor,earnings_yield_rank,book_to_market_winsor,book_to_market_rank,fcf_yield_winsor,fcf_yield_rank,ebitda_ev_winsor,ebitda_ev_rank,roic_winsor,roic_rank,gross_profitability_winsor,gross_profitability_rank,piotroski_winsor,piotroski_rank,mom_12_1_winsor,mom_12_1_rank,inv_volatility_winsor,inv_volatility_rank,rule_based_score,ml_score,final_score,score_percentile
2018-01-02,ADM,Consumer Defensive,31.407625198364254,17870938737.86926,24688938737.86926,0.06888278327491885,0.9831604404064372,0.08488641935666279,0.1185551161626241,0.06042809389791294,0.09243244630347199,6.0,0.41752988047808764,6.199386503067485,-0.07781545936212142,0.18607710782611755,5.37411620205568,0.06705059547007781,1.0,0.9759310880362052,1.0,0.08071674825769397,1.0,0.11624919613592294,1.0,0.05613427333815768,1.0,0.08832080297900265,1.0,5.98,1.0,-0.07781545936212142,1.0,5.3258410130273255,1.0,1.0,,1.0,1.0
2018-01-02,AQB,Consumer Defensive,177.8000030517578,79077440.35728455,77474832.35728455,-0.11433599720918526,0.2602252033832349,-0.33208069054021855,-0.11203688650749126,-0.3689539620776129,-0.3187318861434611,4.0,0.15138602531846843,-49.30377091863984,,1.829500441049631,0.5465972992202585,-0.11250380940434422,0.5,0.26745455575346694,0.5,-0.32791101944124973,0.5,-0.1097309664807901,0.5,-0.36466014151785764,0.5,-0.31462024281899176,0.5,4.02,0.5,,,0.5948724882486127,0.5,0.5,,0.5,0.5
2019-01-02,ACI,Consumer Defensive,,,,,,,,0.01936010891763104,0.7588830625939643,7.0,8.634522236900043,0.33468414779499406,,,,,,,,,,,,0.01936010891763104,0.6666666666666666,0.7493875009225497,1.0,6.92,1.0,,,,,0.6166666666666666,,0.6166666666666666,0.4
2019-01-02,ADM,Consumer Defensive,33.0402717590332,18766874359.13086,25703874359.13086,0.12165051869115467,1.011729478050352,-0.24148933451962898,0.1395898513145908,0.1018688007943981,0.10253630496167809,5.0,0.41354611049665563,7.484419263456091,0.18222738930180138,0.18780257774624454,5.324740544036525,0.11825926583682114,1.0,1.0055169192391042,1.0,-0.24148933451962898,1.0,0.13669079183300578,1.0,0.09856845311932741,1.0,0.10253630496167809,0.6666666666666666,5.0,0.6666666666666666,0.1732060152053128,1.0,5.277131581568139,1.0,0.9333333333333333,,0.9333333333333333,1.0
2019-01-02,AQB,Consumer Defensive,47.79999923706055,30707627.7098732,32707408.7098732,-0.34587380374502585,0.7011015374879606,-0.49113031923175793,-0.3055696673696761,-0.3558962364910013,0.09613000270242521,4.0,0.140760312812875,-498.55731150933633,-0.7199100203470542,1.7735392642430743,0.5638442971978905,-0.33991457015063575,0.5,0.7011015374879606,0.5,-0.48613749953751534,0.5,-0.2995655364775758,0.5,-0.34297135180657445,0.3333333333333333,0.09638625479279532,0.3333333333333333,4.0,0.3333333333333333,-0.7108886462505657,0.5,0.6114532596662768,0.5,0.45,,0.45,0.2
2019-01-02,ARKO,Consumer Cyclical,,,,,,,,0.01459234013945075,0.5214940208085999,5.0,5.657164487784785,,,,,,,,,,,,,0.01459234013945075,1.0,0.5214940208085999,1.0,5.0,1.0,,,,,0.6499999999999999,,0.6499999999999999,0.6
2019-01-02,ARLO,Industrials,10.119999885559082,704351992.0349121,577834992.0349121,-0.047912124025521724,0.43402872918239316,-0.13128663089720702,-0.005363122764660749,-0.03277411938032948,0.21522207760888495,1.0,0.07051149949788851,-14.779324055666004,,,,-0.047912124025521724,1.0,0.4393701853485045,1.0,-0.13349068496965547,1.0,-0.005363122764660749,1.0,-0.03277411938032948,1.0,0.21522207760888495,1.0,1.12,1.0,,,,,0.8499999999999999,,0.8499999999999999,0.8
2020-01-02,ACI,Consumer Defensive,,,,,,,,0.0787505994896463,0.6920339291859829,6.0,6.275890002131741,1.774234693877551,,,,,,,,,,,,0.07788291627990816,1.0,0.6798798263502286,1.0,5.88,1.0,,,,,0.6499999999999999,,0.6499999999999999,0.4
2020-01-02,ADM,Consumer Defensive,38.50946807861328,21680830528.259277,29822830528.259277,0.05488719624688397,0.8704924829978498,-0.25810819344332997,0.09338483137477552,0.057058519246192756,0.0964261793129844,2.0,0.48079266677263816,4.475247524752476,0.0942496105380839,0.20149862707738514,4.962812970511963,0.05312525386791866,1.0,0.859492464563763,1.0,-0.25778169448696325,0.5,0.09102815866357991,1.0,0.057058519246192756,0.6666666666666666,0.0964261793129844,0.6666666666666666,2.0,0.5,0.09136043516854055,1.0,4.850644154770457,1.0,0.8083333333333335,,0.8083333333333335,0.6
2020-01-02,AQB,Consumer Defensive,49.400001525878906,53352001.64794922,51854427.64794922,-0.2292902725697495,0.5038252018616294,-0.2472248948977719,-0.2114770810787976,-0.37909304868167293,-0.061080574183374765,2.0,0.18286204696614963,-234.74864125197547,-0.050209157939083426,1.4602695395832839,0.6848050807697936,-0.2292902725697495,0.5,0.5038252018616294,0.5,-0.2472248948977719,1.0,-0.2114770810787976,0.5,-0.37909304868167293,0.3333333333333333,-0.05543506547498894,0.3333333333333333,2.0,0.5,-0.050209157939083426,0.5,0.689890711095325,0.5,0.5416666666666666,,0.5416666666666666,0.2
2020-01-02,ARKO,Consumer Cyclical,9.317683219909668,7084262505.14698,8217906138.14698,-0.0038442163852925966,0.009086459451951728,0.00921355765015455,0.01482907433492281,0.011015405792706363,0.38818135829212363,3.0,18.200437250616986,,,1.1705132382212355,0.8543260916208388,-0.0038442163852925966,1.0,0.023204416006704847,1.0,0.0062039190481577335,1.0,0.01482907433492281,1.0,0.011015405792706363,1.0,0.38818135829212363,1.0,3.0,1.0,,,0.8543260916208388,1.0,0.9249999999999999,,0.9249999999999999,0.8
2020-01-02,ARLO,Industrials,4.96999979019165,374424874.19366837,294852874.19366837,-0.367320681608513,0.47968501127705576,-0.09110772908307185,-0.41649246369339643,-1.0460941279964813,0.0800571435262708,1.0,0.19096244000757212,-61.04239631336406,-0.6729249031412732,0.8170919651595011,1.2238524457951243,-0.3631797693373501,1.0,0.47968501127705576,1.0,-0.09110772908307185,1.0,-0.4103420022149585,1.0,-1.0194140848238888,1.0,0.0800571435262708,1.0,1.04,1.0,-0.6604705882372294,1.0,1.2238524457951243,1.0,1.0,,1.0,1.0
2021-01-04,ACI,Consumer Defensive,11.25325870513916,6559524499.225616,12021124499.225616,0.15142865921413418,0.2289190321916278,0.10929145856298479,0.34281318692485624,0.20492636564090783,0.7464978692537855,6.0,5.2567261587639855,3.290592453474475,,0.3075667245482295,3.2513270135735706,0.14799802061130918,1.0,0.2289190321916278,0.6666666666666666,0.10597537110369362,1.0,0.3328508846508886,1.0,0.20095937530013808,1.0,0.7236995524425147,1.0,5.96,1.0,,,3.2513270135735706,1.0,0.9083333333333332,,0.9083333333333332,0.6
2021-01-04,ADM,Consumer Defensive,43.05949020385742,24199433494.56787,31635433494.56787,0.06566269414350911,0.7984484431975349,-0.1714502945257516,0.09375563007566477,0.07269335428191714,0.0953231387431633,5.0,0.4339095331746196,5.795918367346939,0.1360658249929878,0.40092458462296465,2.494234672439493,0.06566269414350911,0.6666666666666666,0.7761379466078087,1.0,-0.16656785097428373,0.3333333333333333,0.09375563007566477,0.6666666666666666,0.07269335428191714,0.6666666666666666,0.0953231387431633,0.6666666666666666,5.0,0.6666666666666666,0.1360658249929878,0.5,2.494234672439493,0.6666666666666666,0.6083333333333333,,0.6083333333333333,0.4
2021-01-04,AQB,Consumer Defensive,175.1999969482422,340939194.0612793,310896682.0612793,-0.04018853578194731,0.17168002101125274,-0.04938920573905464,-0.03882447030303419,-0.37462239086812976,-0.05803537001650622,3.0,0.15285289280913042,-148.4102952807804,2.344398223997279,1.086212685512167,0.9206300141196415,-0.04018853578194731,0.3333333333333333,0.17168002101125274,0.3333333333333333,-0.04938920573905464,0.6666666666666666,-0.03882447030303419,0.3333333333333333,-0.3629192866451664,0.3333333333333333,-0.05190102966611944,0.3333333333333333,3.04,0.3333333333333333,2.2885014212916523,1.0,0.9206300141196415,0.3333333333333333,0.48333333333333334,,0.48333333333333334,0.2
2021-01-04,ARKO,Consumer Cyclical,8.361906051635742,3698738627.632141,4916422057.632141,0.002943664339691443,0.016440497997266917,0.026389272080705545,0.019042066548104482,0.015481083230649556,0.1765399489720162,5.0,22.7539823353756,,0.019940130582039695,0.22119071864935427,4.520985356466355,0.002943664339691443,1.0,0.02265007891782635,1.0,0.026389272080705545,1.0,0.019042066548104482,1.0,0.015481083230649556,1.0,0.1765399489720162,1.0,5.0,1.0,0.023423901414368137,1.0,4.470199022750643,1.0,1.0,,1.0,1.0
2021-01-04,ARLO,Industrials,7.489999771118164,589178361.995697,445959361.995697,-0.11274344796879206,0.24068602845437773,-0.01891108146310603,-0.249419587251704,,0.11457216398087935,4.0,0.21437587707235892,-90.10250737463127,0.48117146714307824,1.1079084076648293,0.9026016889859415,-0.10984125148131826,1.0,0.24068602845437773,1.0,-0.01891108146310603,1.0,-0.2409957825737572,1.0,,,0.11457216398087935,1.0,4.0,1.0,0.48117146714307824,1.0,0.9033228219912895,1.0,0.9500000000000001,,0.9500000000000001,0.8
2022-01-03,ACI,Consumer Defensive,19.67302703857422,11272644493.103027,24397744493.103027,0.06382708160806576,0.1738633735144518,0.1392397321640306,0.14843585238068863,0.07302323627662345,0.7305398199990492,5.0,8.17669268840247,2.8832341473424994,1.0715049874370153,0.4588502141173074,2.1793604301214184,0.06382708160806576,0.6666666666666666,0.1738633735144518,0.3333333333333333,0.13838335155304773,1.0,0.14651436852843064,1.0,0.07302323627662345,0.6666666666666666,0.7184295385011313,1.0,5.0,0.8333333333333334,1.0394627588903151,1.0,2.1793604301214184,0.6666666666666666,0.8333333333333334,,0.8333333333333334,0.6
2022-01-03,ADM,Consumer Defensive,60.03727340698242,33981096748.35205,42859096748.35205,0.07692512161564558,0.6465065022089204,0.11783021688945865,0.10039875607423883,0.09246001643207813,0.10878045049523882,5.0,0.4534116254722564,11.924460431654676,0.270449273769515,0.20801915355368375,4.807249635029059,0.07640120001534238,1.0,0.6465065022089204,0.6666666666666666,0.11783021688945865,0.6666666666666666,0.10039875607423883,0.6666666666666666,0.09187691302741448,1.0,0.10878045049523882,0.6666666666666666,5.0,0.8333333333333334,0.270449273769515,0.6666666666666666,4.72661259757507,1.0,0.8,,0.8,0.4
2022-01-03,AQB,Consumer Defensive,45.20000076293945,160505202.709198,51930570.709198,-0.13938257216828498,1.3693948625342867,-0.15363968633888292,-0.39155687531079764,-0.15665110467895593,-0.044725964219180216,4.0,0.04369693578106872,-69.49631471310222,-0.7305935982585472,0.7507591557341894,1.3319850878436117,-0.13676771073312544,0.3333333333333333,1.340479328121272,1.0,-0.1485795221177386,0.3333333333333333,-0.37870330077496467,0.3333333333333333,-0.15031790804321446,0.3333333333333333,-0.038585707630603455,0.3333333333333333,4.0,0.3333333333333333,-0.7007023312726083,0.3333333333333333,1.3471391274539724,0.3333333333333333,0.36666666666666664,,0.36666666666666664,0.2
2022-01-03,ARKO,Consumer Cyclical,8.000359535217285,1071448150.7539749,2752646150.753975,0.0358178787960894,0.3179715227099486,0.09580771587291778,0.08077391274541354,0.05445544984576025,0.4277827825511051,7.0,5.742413924682262,1.4911281229600617,0.026666736772705146,0.35825296810726015,2.7913236986793146,0.0358178787960894,1.0,0.3179715227099486,1.0,0.09580771587291778,1.0,0.08077391274541354,1.0,0.05445544984576025,1.0,0.4277827825511051,1.0,6.92,1.0,0.026666736772705146,1.0,2.7913236986793146,1.0,1.0,,1.0,1.0
2022-01-03,ARLO,Industrials,10.390000343322754,870775538.7735367,731740538.7735367,-0.07401103628929658,0.12887821832715285,-0.027135580810274937,-0.07021751191497358,,0.3025776567084476,3.0,0.24078628457370974,-830.1285714285714,0.01668807638992531,0.5845095347235314,1.7108360781026308,-0.07401103628929658,1.0,0.13067762453464482,1.0,-0.027135580810274937,1.0,-0.07021751191497358,1.0,,,0.3025776567084476,1.0,3.04,1.0,0.01668807638992531,1.0,1.7108360781026308,1.0,0.9500000000000001,,0.9500000000000001,0.8
2023-01-03,ACI,Consumer Defensive,18.8272705078125,10850155993.652344,22102555993.652344,0.15727884474641213,0.4043259841210138,0.10903990695545279,0.22803697461268735,0.1301914782983566,0.7429896953825715,6.0,3.340050148165033,6.177227028290858,-0.030045571540648464,0.3857630935001072,2.592264570793427,0.1545961497412834,1.0,0.4043259841210138,0.3333333333333333,0.10713554534565518,1.0,0.22474376234887636,1.0,0.1301914782983566,0.6666666666666666,0.7296679868967697,1.0,6.0,0.8333333333333334,-0.030045571540648464,0.6666666666666666,2.592264570793427,0.6666666666666666,0.8166666666666667,,0.8166666666666667,0.6
2023-01-03,ADM,Consumer Defensive,80.78511810302734,45482021492.004395,54125021492.004395,0.09021146961819398,0.5276150710279798,0.06143086671051279,0.1182632324856552,0.13531947513650658,0.12791575192096596,6.0,0.4059674125932408,15.212464589235127,0.37650185905044675,0.31279776589752084,3.196953779802958,0.09021146961819398,0.6666666666666666,0.5276150710279798,0.6666666666666666,0.06143086671051279,0.6666666666666666,0.1182632324856552,0.5,0.13511435526298057,1.0,0.12791575192096596,0.6666666666666666,6.0,0.8333333333333334,0.364136194083606,1.0,3.1727662114425765,1.0,0.8,,0.8,0.4
2023-01-03,AQB,Consumer Defensive,15.9399995803833,61098018.39160919,-57342729.60839081,-0.36263068072012566,3.237557276115615,-1.1416130643212326,,-0.21806493661026807,-0.04496581111036347,2.0,0.04331400920650795,-72.96961370131298,-0.6902654919537318,0.8761433881615952,1.1413656868407032,-0.35324280787898316,0.3333333333333333,3.1291595879121097,1.0,-1.099231173968218,0.3333333333333333,,,-0.21806493661026807,0.3333333333333333,-0.03805054858911029,0.3333333333333333,2.08,0.3333333333333333,-0.6882179141385792,0.3333333333333333,1.1557358318312583,0.3333333333333333,0.3833333333333333,,0.3833333333333333,0.2
2023-01-03,ARKO,Consumer Cyclical,8.108556747436523,1057258497.1847534,2937782497.1847534,0.06792756945556158,0.3498548377572066,-0.06788973575632293,0.0931069608666125,0.05398919707111071,0.12962403678544895,5.0,5.8501623468789115,2.1622669836106594,0.06736023487942822,0.41409870933038784,2.414883160628622,0.06792756945556158,1.0,0.3498548377572066,1.0,-0.06788973575632293,1.0,0.0931069608666125,1.0,0.05398919707111071,1.0,0.12962403678544895,1.0,5.0,1.0,0.06736023487942822,1.0,2.414883160628622,1.0,1.0,,1.0,0.9
2023-01-03,ARLO,Industrials,3.660000085830689,322533847.56374365,266506847.56374365,-0.12793385969156315,0.30173887402861205,-0.08206580549586762,-0.13638673952385486,-0.7926018307744467,0.40994698323752476,4.0,0.2542719454177413,-94.37357630979498,-0.6390760465749188,0.6663915306612437,1.5006193116045832,-0.12793385969156315,1.0,0.3036635125777558,1.0,-0.08206580549586762,1.0,-0.12950192851214085,1.0,-0.7696203550078795,1.0,0.40994698323752476,1.0,4.0,1.0,-0.6390760465749188,1.0,1.5006193116045832,1.0,1.0,,1.0,0.9
2024-01-02,ACI,Consumer Defensive,21.23610115051269,12357287259.483335,26752587259.483337,0.11092240321176362,0.1793759385417635,0.030119879240839295,0.17242444460637507,0.1070055105977377,0.8323753442872067,3.0,6.614364341784715,4.368932038834951,0.083853792340294,0.12500396854880946,7.999746020939621,0.1108328031493732,1.0,0.1793759385417635,0.3333333333333333,0.030119879240839295,1.0,0.1713384209754104,1.0,0.1070055105977377,0.6666666666666666,0.8195326264332287,1.0,3.0,0.6666666666666666,0.083853792340294,1.0,7.859592797477938,1.0,0.9,,0.9,0.6
2024-01-02,ADM,Consumer Defensive,67.08299255371094,36224815979.00391,44226815979.00391,0.10868240165200303,0.6964286585920072,0.013471427992425065,0.14527385383225833,0.1341416215535287,0.13676873650009982,7.0,0.3765657206278738,8.705977382875606,-0.1726654910386709,0.2224241124174962,4.495915434397563,0.10868240165200303,0.6666666666666666,0.6964286585920072,0.6666666666666666,0.013471427992425065,0.6666666666666666,0.14527385383225833,0.6666666666666666,0.13305617711529708,1.0,0.13676873650009982,0.6666666666666666,6.92,1.0,-0.1726654910386709,0.6666666666666666,4.495915434397563,0.6666666666666666,0.7333333333333333,,0.7333333333333333,0.4
2024-01-02,AQB,Consumer Defensive,2.789999961853028,10733129.853248598,2699709.853248596,-2.3480912226522626,16.13592701923576,-10.282821088444695,-8.489523039826286,-0.11982295536124181,-0.06576235289229587,2.0,0.0504284336765037,-94.63831788765013,-0.8723821936020061,1.0721145893228206,0.9327361179103343,-2.2562314853231324,0.3333333333333333,15.518347084810008,1.0,-9.870969387787211,0.3333333333333333,-8.151869392738455,0.3333333333333333,-0.11982295536124181,0.3333333333333333,-0.05766110931660004,0.3333333333333333,2.04,0.3333333333333333,-0.8443935254994727,0.3333333333333333,0.948375968710951,0.3333333333333333,0.36666666666666664,,0.36666666666666664,0.2
2024-01-02,ARKO,Consumer Cyclical,7.939517021179199,955060381.5116882,3296615381.511688,0.04827129351447796,0.40501418286008767,0.04916861897849053,0.08122118264133649,0.04022239529454793,0.17491687689392718,5.0,6.581454087634077,1.7328557534928957,-0.09824117506061203,0.29648452687895,3.372857297231853,0.04827129351447796,1.0,0.40501418286008767,1.0,0.048406669388984476,1.0,0.08122118264133649,1.0,0.04022239529454793,1.0,0.17491687689392718,1.0,5.0,1.0,-0.09824117506061203,1.0,3.372857297231853,1.0,1.0,,1.0,0.9
2024-01-02,ARLO,Industrials,9.229999542236328,869862846.8589783,840938846.8589783,-0.051597789424010665,0.10368646083193624,0.017870633348845796,-0.048181862630487675,-0.5859273041831922,0.5113073979377564,5.0,0.24623862162252058,,1.6951567133475756,0.7554397014996131,1.3237323879257517,-0.051597789424010665,1.0,0.10671403994032932,1.0,0.017870633348845796,1.0,-0.048181862630487675,1.0,-0.5672831302303142,1.0,0.5113073979377564,1.0,5.0,1.0,1.6307045965072842,1.0,1.3237323879257517,1.0,1.0,,1.0,0.9
2025-01-02,ACI,Consumer Defensive,18.730823516845703,10923816275.024414,24842416275.024414,0.09136916759411255,0.27648762336889904,0.07198949343353382,0.16998346510461773,0.08099721209456154,0.8369030925347929,6.0,4.702446776810251,3.6694040850705414,-0.12739395318754987,0.18218259282258664,5.4889986167549045,0.09081832254198911,1.0,0.27648762336889904,0.3333333333333333,0.07198949343353382,0.6666666666666666,0.16857085795340343,1.0,0.08056538477945753,1.0,0.8277565726749377,1.0,6.0,1.0,-0.12739395318754987,1.0,5.389121786221675,1.0,0.9166666666666666,,0.9166666666666666,0.6
2025-01-02,ADM,Consumer Defensive,47.97243881225586,23170687946.31958,33735687946.31958,0.07759804129102664,0.9483533700383867,0.1522181822210517,0.12289656006414154,0.07020152921696124,0.11800992356175406,4.0,0.5164740147446982,4.356936416184971,-0.22720837121512816,0.33421590245574456,2.9920778534241523,0.07759804129102664,0.6666666666666666,0.9483533700383867,0.6666666666666666,0.1522181822210517,1.0,0.12289656006414154,0.5,0.07020152921696124,0.6666666666666666,0.11800992356175406,0.6666666666666666,4.0,0.6666666666666666,-0.22720837121512816,0.6666666666666666,2.9920778534241523,0.6666666666666666,0.7,,0.7,0.4
2025-01-02,AQB,Consumer Defensive,0.7900000214576721,3054140.0829553604,8232294.08295536,-24.06628118015971,32.76590047669489,-7.800210976880787,,-0.3211525464693502,-0.03713935120156355,3.0,0.05674522204840232,-18.30279244914974,-0.677419358973614,0.86221679946774,1.15980110874355,-23.1045421772055,0.3333333333333333,31.493198592428627,1.0,-7.486354065002802,0.3333333333333333,,,-0.3211525464693502,0.3333333333333333,-0.03093338021103085,0.3333333333333333,3.04,0.3333333333333333,-0.6594109194632746,0.3333333333333333,1.185560286509249,0.3333333333333333,0.3833333333333333,,0.3833333333333333,0.2
2025-01-02,ARKO,Consumer Cyclical,6.2125115394592285,732380560.3637695,3042887560.3637695,0.03307160417798304,0.5188627614736983,0.1953560863616252,0.08544646978967477,0.0333071321812705,0.16950297711602172,5.0,6.847815160326838,1.2789076292402677,-0.12840786639387203,0.4784925050383998,2.0898968938285636,0.03307160417798304,1.0,0.5188627614736983,1.0,0.19363057019600224,1.0,0.08544646978967477,1.0,0.0333071321812705,1.0,0.16950297711602172,1.0,5.0,1.0,-0.12840786639387203,1.0,2.0898968938285636,1.0,1.0,,1.0,0.9
2025-01-02,ARLO,Industrials,10.970000267028809,1094049096.63105,1031496096.6310501,-0.022806106304399526,0.08857829168582637,0.0462118200688482,-0.02527881596950591,-0.6742455466294097,0.6082400960384153,6.0,0.14940820770000723,,0.2795234025282807,0.5543911638253406,1.8037805528860256,-0.022806106304399526,1.0,0.09609466495314928,1.0,0.0462118200688482,1.0,-0.02195705739673049,1.0,-0.6601218266230073,1.0,0.6082400960384153,1.0,6.0,1.0,0.2632467082996474,1.0,1.8037805528860256,1.0,1.0,,1.0,0.9
2026-01-02,ACI,Consumer Defensive,16.985851287841797,9680236648.94104,24702636648.94104,0.10095827565402657,0.31812238808612997,0.09756992873757096,0.16841117242350487,0.07491851223878675,0.8283011489543957,5.0,4.967494723169346,3.5310314685314683,-0.06487072858736342,0.2862359976317111,3.4936206776013607,0.09859657655891192,1.0,0.31812238808612997,0.3333333333333333,0.09756992873757096,0.6666666666666666,0.16529379851968157,1.0,0.07432870581316821,1.0,0.8215925441654706,1.0,5.0,0.8333333333333334,-0.06487072858736342,0.3333333333333333,3.493499548529718,1.0,0.8,,0.8,0.6
2026-01-02,ADM,Consumer Defensive,58.60824966430664,28366392837.524414,36338392837.524414,0.04191579827616059,0.7929806277745638,0.16579478493926264,0.08872159025896088,0.05525829805150226,0.09251126776840402,5.0,0.4093091491064284,3.3435980551053484,0.24777533028613075,0.28648431866282853,3.4905924508102943,0.04191579827616059,0.6666666666666666,0.7929806277745638,0.6666666666666666,0.16306579069119498,1.0,0.08872159025896088,0.6666666666666666,0.05525829805150226,0.5,0.09294475642652197,0.5,5.0,0.8333333333333334,0.24777533028613075,1.0,3.4905924508102943,0.6666666666666666,0.75,,0.75,0.4
2026-01-02,AQB,Consumer Defensive,0.949999988079071,3683810.2037742734,10673390.203774273,-24.015492141630688,3.3227018556654233,-1510.056937868469,-4.887942256767824,,,0.0,0.6487648938502082,,0.22025311451236496,1.2897622359055927,0.7753367032783843,-23.05475384946279,0.3333333333333333,3.221513006549789,1.0,-1449.6531560008045,0.3333333333333333,-4.692255171929791,0.3333333333333333,,,,,0.2,0.3333333333333333,0.22025311451236496,0.6666666666666666,0.8078826478629293,0.3333333333333333,0.44999999999999996,,0.44999999999999996,0.2
2026-01-02,ARKO,Consumer Cyclical,4.447232246398926,512330049.24964905,2777971049.249649,0.03627934771193344,0.7282922415862094,0.0721468515347391,0.0904768248279223,0.036883170318296396,0.10696088970566917,6.0,6.945026612994002,1.236163542133214,-0.23770677712331068,0.6293324354479418,1.5889853178920088,0.03627934771193344,1.0,0.7282922415862094,1.0,0.0721468515347391,1.0,0.0904768248279223,1.0,0.037056364714545945,1.0,0.10696088970566917,1.0,6.0,1.0,-0.23079333518187278,1.0,1.5889853178920088,1.0,1.0,,1.0,0.9
2026-01-02,ARLO,Industrials,13.229999542236328,1450510689.8117065,1371708689.8117065,0.0029651625666807877,0.08909069123563315,0.0376088231428901,0.0042348641830047724,0.042656316859947946,0.6046809893235594,7.0,0.05579329397107416,,0.26618049272708166,0.5382131217978644,1.858000036601798,0.0029651625666807877,1.0,0.09825195910965302,1.0,0.0376088231428901,1.0,0.0042348641830047724,1.0,0.042656316859947946,1.0,0.6046809893235594,1.0,6.96,1.0,0.2654442862294436,1.0,1.858000036601798,1.0,1.0,,1.0,0.9
